country_code,sampling_point,pollutant_code,unit,year,raw_rows,valid_hours,annual_mean,first_observation,last_observation_end,source_zip,source_member,coverage_pct,country_name,pollutant_name
IT,IT/SPO.IT2104A_8_chemi_2011-12-14_00:00:00,8,ug.m-3,2024,8760,4932,7.262570965125709,2024-05-13 13:00:00,2024-12-31 00:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO.IT2104A_8_chemi_2011-12-14_00_00_00.parquet,56.14754098360656,Italy,NO2
IT,IT/SPO.IT2250A_8_chemi_2016-05-06_00:00:00,8,ug.m-3,2024,8760,5619,14.122848901939847,2024-01-01 00:00:00,2024-09-27 12:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO.IT2250A_8_chemi_2016-05-06_00_00_00.parquet,63.96857923497268,Italy,NO2
IT,IT/SPO.IT2259A_8_chemi_2019-05-16_00:00:00,8,ug.m-3,2024,8760,6019,15.808910117959794,2024-01-01 00:00:00,2024-12-31 00:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO.IT2259A_8_chemi_2019-05-16_00_00_00.parquet,68.52231329690346,Italy,NO2
IT,IT/SPO.IT2272A_8_chemi_2016-09-27_13:00:00,8,ug.m-3,2024,8760,4147,19.878996865203764,2024-05-16 00:00:00,2024-12-31 00:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO.IT2272A_8_chemi_2016-09-27_13_00_00.parquet,47.2108378870674,Italy,NO2
IT,IT/SPO.IT2290A_8_chemi_2018-02-18_00:00:00,8,ug.m-3,2024,1944,1754,2.6407183580387685,2024-01-01 00:00:00,2024-12-10 00:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO.IT2290A_8_chemi_2018-02-18_00_00_00.parquet,19.968123861566486,Italy,NO2
FR,FR/SPO-FR03021_6001,6001,ug.m-3,2024,119,105,15.92,2024-12-26 15:00:00,2024-12-31 00:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR03021_6001.parquet,1.1953551912568305,France,PM2.5
FR,FR/SPO-FR11007_6001,6001,ug.m-3,2024,553,221,13.874208144796379,2024-01-01 09:00:00,2024-01-12 11:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR11007_6001.parquet,2.515938069216758,France,PM2.5
FR,FR/SPO-FR11114_6001,6001,ug.m-3,2024,263,12,12.100000000000001,2024-12-24 11:00:00,2024-12-24 23:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR11114_6001.parquet,0.1366120218579235,France,PM2.5
FR,FR/SPO-FR18045_6001,6001,ug.m-3,2024,7993,5834,8.096657524854303,2024-01-01 00:00:00,2024-11-26 11:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR18045_6001.parquet,66.41621129326047,France,PM2.5
FR,FR/SPO-FR18089_6001,6001,ug.m-3,2024,5785,2967,10.305426356589148,2024-01-01 00:00:00,2024-07-19 11:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR18089_6001.parquet,33.77732240437158,France,PM2.5
FR,FR/SPO-FR20037_6001,6001,ug.m-3,2024,913,899,20.125027808676304,2024-01-01 00:00:00,2024-02-07 11:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR20037_6001.parquet,10.234517304189435,France,PM2.5
FR,FR/SPO-FR20046_6001,6001,ug.m-3,2024,97,80,5.217499999999999,2024-01-01 00:00:00,2024-01-04 08:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR20046_6001.parquet,0.9107468123861566,France,PM2.5
FR,FR/SPO-FR21021_6001,6001,ug.m-3,2024,3865,3781,7.536974345411267,2024-01-01 00:00:00,2024-06-12 09:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR21021_6001.parquet,43.04417122040073,France,PM2.5
FR,FR/SPO-FR23123_6001,6001,ug.m-3,2024,6263,6252,7.664267434420985,2024-04-14 01:00:00,2024-12-31 00:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR23123_6001.parquet,71.17486338797814,France,PM2.5
FR,FR/SPO-FR25048_6001,6001,ug.m-3,2024,1175,740,11.919729729729733,2024-11-28 17:00:00,2024-12-31 00:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR25048_6001.parquet,8.424408014571949,France,PM2.5
FR,FR/SPO-FR25051_6001,6001,ug.m-3,2024,8760,6459,10.076234711255612,2024-01-01 00:00:00,2024-12-31 00:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR25051_6001.parquet,73.53142076502732,France,PM2.5
FR,FR/SPO-FR28028_6001,6001,ug.m-3,2024,8760,3329,8.53376389306098,2024-01-01 00:00:00,2024-12-27 23:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR28028_6001.parquet,37.89845173041894,France,PM2.5
FR,FR/SPO-FR31017_6001,6001,ug.m-3,2024,479,300,13.083666666666668,2024-12-18 12:00:00,2024-12-31 00:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR31017_6001.parquet,3.4153005464480874,France,PM2.5
FR,FR/SPO-FR33302_6001,6001,ug.m-3,2024,8592,2807,6.5412183826148915,2024-01-01 00:00:00,2024-12-31 00:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR33302_6001.parquet,31.955828779599273,France,PM2.5
FR,FR/SPO-FR34025_6001,6001,ug.m-3,2024,407,368,8.677717391304348,2024-12-11 12:00:00,2024-12-31 00:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR34025_6001.parquet,4.18943533697632,France,PM2.5
FR,FR/SPO-FR35007_6001,6001,ug.m-3,2024,1367,1278,9.463928012519562,2024-11-04 12:00:00,2024-12-31 00:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR35007_6001.parquet,14.549180327868852,France,PM2.5
FR,FR/SPO-FR36032_6001,6001,ug.m-3,2024,433,349,15.622922636103153,2024-01-01 00:00:00,2024-01-15 13:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR36032_6001.parquet,3.973132969034608,France,PM2.5
FR,FR/SPO-FR38024_6001,6001,ug.m-3,2024,8544,430,5.587441860465117,2024-11-19 05:00:00,2024-12-30 06:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR38024_6001.parquet,4.895264116575592,France,PM2.5
FR,FR/SPO-FR40008_6001,6001,ug.m-3,2024,8688,5785,11.451771823681936,2024-01-01 00:00:00,2024-12-31 00:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR40008_6001.parquet,65.85837887067396,France,PM2.5
FR,FR/SPO-FR43099_6001,6001,ug.m-3,2024,5782,3783,15.147581284694688,2024-01-01 00:00:00,2024-12-13 09:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR43099_6001.parquet,43.06693989071038,France,PM2.5
FR,FR/SPO-FR82021_6001,6001,ug.m-3,2024,4199,3939,11.015536938309214,2024-07-18 11:00:00,2024-12-31 00:00:00,raw_sample_fr_pm25_2024.zip,E1a/SPO-FR82021_6001.parquet,44.84289617486339,France,PM2.5
